franchise_id,season,season_source,template,completeness,name_raw,name_order,birth_year_2digit,age,approx_birth_year,tier,candidate_ids,candidate_names,already_has_season_row,note,disposition,disposition_note
maratonistas_coamo,2015,capture_year,widget,full,Alex Abreu,given_first,,24,1991,2_approx_birth_confirmed,12998,"Abreu Vazquez, Alex",yes,"exact_name, birth year agrees (source ~1991, canon 1991, age-derived +/-1)",confirmed_match,"owner accepted 2026-09-14, approx-birth-year tier, single agreeing candidate"
maratonistas_coamo,2015,capture_year,widget,full,Gilberto Clavell,given_first,,26,1989,2_approx_birth_confirmed,2701,"Clavell, Gilberto",yes,"exact_name, birth year agrees (source ~1989, canon 1989, age-derived +/-1)",confirmed_match,"owner accepted 2026-09-14, approx-birth-year tier, single agreeing candidate"
maratonistas_coamo,2015,capture_year,widget,full,Jamel Fuentes,given_first,,24,1991,2_approx_birth_confirmed,13018,"Fuentes, Jamel",no,"exact_name, birth year agrees (source ~1991, canon 1991, age-derived +/-1)",confirmed_match,"owner accepted 2026-09-14, approx-birth-year tier, single agreeing candidate"
maratonistas_coamo,2015,capture_year,widget,full,Jose Guitian,given_first,,28,1987,2_approx_birth_confirmed,2565,"Guitian Alicea, Jose",yes,"exact_name, birth year agrees (source ~1987, canon 1987, age-derived +/-1)",confirmed_match,"owner accepted 2026-09-14, approx-birth-year tier, single agreeing candidate"
maratonistas_coamo,2015,capture_year,widget,full,Justin Keenan,given_first,,27,1988,2_approx_birth_confirmed,2824,"Keenan, Justin",yes,"exact_name, birth year agrees (source ~1988, canon 1988, age-derived +/-1)",confirmed_match,"owner accepted 2026-09-14, approx-birth-year tier, single agreeing candidate"
maratonistas_coamo,2015,capture_year,widget,full,Luis Hernandez,given_first,,27,1988,2_approx_birth_confirmed,2637,"Hernandez Matias, Luis",yes,"exact_name, birth year agrees (source ~1988, canon 1988, age-derived +/-1)",confirmed_match,"owner accepted 2026-09-14, approx-birth-year tier, single agreeing candidate"
maratonistas_coamo,2015,capture_year,widget,full,Maurice Carter,given_first,,32,1983,2_approx_birth_confirmed,12972,"Carter, Maurice",no,"exact_name, birth year agrees (source ~1983, canon 1983, age-derived +/-1)",confirmed_match,"owner accepted 2026-09-14, approx-birth-year tier, single agreeing candidate"
maratonistas_coamo,2015,capture_year,widget,full,Omar Alvarado,given_first,,32,1983,2_approx_birth_confirmed,1739,"Alvarado Sierra, Omar J.",yes,"exact_name, birth year agrees (source ~1983, canon 1983, age-derived +/-1)",confirmed_match,"owner accepted 2026-09-14, approx-birth-year tier, single agreeing candidate"
maratonistas_coamo,2015,capture_year,widget,full,Wayne Portalatin,given_first,,28,1987,2_approx_birth_confirmed,2735,"Portalatin, Wayne",no,"exact_name, birth year agrees (source ~1987, canon 1987, age-derived +/-1)",confirmed_match,"owner accepted 2026-09-14, approx-birth-year tier, single agreeing candidate"
maratonistas_coamo,2014,capture_year,photo_strip,partial,Benito Santiago,given_first,,,,3_no_birth_data_name_shape,2836,"Santiago, Benito",yes,"name-shape match only; this source row has no age/birth signal of its own to compare (a photo_strip/bench-only entry) - canon does have birth_year=1989 on file, just nothing on this row to check it against - never auto-accept",insufficient_evidence,"owner reviewed 2026-09-14: no independent corroboration, left unresolved rather than force a pick"
