franchise_id,season,season_source,template,completeness,name_raw,name_order,birth_year_2digit,age,approx_birth_year,tier,candidate_ids,candidate_names,already_has_season_row,note,disposition,disposition_note
caciques_humacao,2009,year_param,flat_bo,full,Ayala Sadell,surname_first,85,,,1_exact_birth_confirmed,2122,"Ayala Ayuso, Sadell",yes,"exact_name, birth year agrees",confirmed_match,"owner accepted 2026-09-14, exact-birth-year tier, single agreeing candidate"
caciques_humacao,2009,year_param,flat_bo,full,Guitian Jose,surname_first,87,,,1_exact_birth_confirmed,2565,"Guitian Alicea, Jose",yes,"exact_name, birth year agrees",confirmed_match,"owner accepted 2026-09-14, exact-birth-year tier, single agreeing candidate"
caciques_humacao,2009,year_param,flat_bo,full,Guzman Ansel,surname_first,84,,,1_exact_birth_confirmed,158,"Guzman Hernaiz, Ansel M",yes,"exact_name, birth year agrees",confirmed_match,"owner accepted 2026-09-14, exact-birth-year tier, single agreeing candidate"
caciques_humacao,2009,year_param,flat_bo,full,Life James,surname_first,83,,,1_exact_birth_confirmed,2466,"Life Flores, James",yes,"exact_name, birth year agrees",confirmed_match,"owner accepted 2026-09-14, exact-birth-year tier, single agreeing candidate"
caciques_humacao,2009,year_param,flat_bo,full,Looby Kurt,surname_first,84,,,1_exact_birth_confirmed,2576,"Looby, Kurt",yes,"exact_name, birth year agrees",confirmed_match,"owner accepted 2026-09-14, exact-birth-year tier, single agreeing candidate"
caciques_humacao,2009,year_param,flat_bo,full,Meeking Antonio,surname_first,81,,,1_exact_birth_confirmed,2577,"Meeking, Antonio",yes,"exact_name, birth year agrees",confirmed_match,"owner accepted 2026-09-14, exact-birth-year tier, single agreeing candidate"
caciques_humacao,2009,year_param,flat_bo,full,Orozco William,surname_first,85,,,1_exact_birth_confirmed,2309,"Orozco Santiago, William",yes,"exact_name, birth year agrees",confirmed_match,"owner accepted 2026-09-14, exact-birth-year tier, single agreeing candidate"
caciques_humacao,2009,year_param,flat_bo,full,Rosa-Clemente Luis,surname_first,82,,,1_exact_birth_confirmed,1497,"Rosa Clemente, Luis",yes,"exact_name, birth year agrees",confirmed_match,"owner accepted 2026-09-14, exact-birth-year tier, single agreeing candidate"
caciques_humacao,2009,year_param,flat_bo,full,Torres Dario,surname_first,87,,,1_exact_birth_confirmed,2363,"Torres Negron, Dario",yes,"exact_name, birth year agrees",confirmed_match,"owner accepted 2026-09-14, exact-birth-year tier, single agreeing candidate"
caciques_humacao,2010,year_param,flat_bo,full,Ayala Sadell,surname_first,85,,,1_exact_birth_confirmed,2122,"Ayala Ayuso, Sadell",no,"exact_name, birth year agrees",confirmed_match,"owner accepted 2026-09-14, exact-birth-year tier, single agreeing candidate"
caciques_humacao,2010,year_param,flat_bo,full,Berdiel Ali,surname_first,83,,,1_exact_birth_confirmed,1666,"Berdiel Aponte, Miguel Ali",yes,"exact_name, birth year agrees",confirmed_match,"owner accepted 2026-09-14: upgraded from insufficient_evidence after the two-given-name matching fix surfaced an exact 1983 birth-year agreement against 1666 Berdiel Aponte, Miguel Ali - an identity already confirmed many times elsewhere in this ingest under the fuller name."
